folio,Estado,p24,p43,p43m,p60,p151,region,escolaridadh,per_esc_h,per_esc_pm,per_ing_14,per_ing_hoy,mujer,edad,indigena,movilidad_ascendente,sin_movilidad,movilidad_descendente,prob,X
0801900013234009310201,8,1,9,9,3,9,1,22,10,10,10,10,0,50,0,0,1,0,-0.7044257805341596,-0.28089490423988595
0200201925058024050401,2,5,3,2,7,4,1,9,4,7,4,6,0,38,1,1,0,0,-0.6046267640180194,-2.062252154435947
1407000200204016130301,14,5,2,2,3,6,3,6,2,4,8,6,1,31,0,0,0,1,-1.7276267165438586,-2.209374324500996
2018400010855004940202,20,5,2,2,8,7,5,15,9,3,3,3,0,34,1,0,1,0,-0.5465263307943709,-0.907928757659289
0901400011005022470101,9,1,4,4,2,7,4,9,4,7,4,4,1,39,0,0,1,0,-1.7205598369722215,-1.155278632302285
2700500210000001860201,27,5,2,2,4,7,5,12,7,3,3,5,0,32,0,1,0,0,-1.2307818652708378,-1.3577108470269639
0900600011094011170201,9,2,2,2,3,7,4,12,7,4,5,1,0,51,0,0,0,1,-0.7722005859191985,-1.234153773584496
1700700010219013600301,17,5,2,2,11,7,4,8,4,1,5,5,1,31,0,0,1,0,-0.6202948636654135,-1.9467323884378664
1505700010512038230201,15,2,2,98,2,10,4,11,7,4,10,10,0,62,0,0,1,0,-1.5876545556949977,-0.6079127790483021
1503901511739015290401,15,2,2,2,3,6,4,9,4,4,4,4,1,35,0,0,1,0,-1.6699605315023571,-1.4124751408407534
2111400015930035090501,21,4,11,4,8,9,4,12,7,10,7,3,1,52,0,0,0,1,0.07774959652895452,-1.3657112373159292
0901300010334041580401,9,3,4,4,2,6,4,12,7,7,9,10,1,41,1,1,0,0,-1.106872802077019,-1.0220824182766677
2300400011899060320501,23,3,6,6,4,7,5,16,9,9,9,10,1,45,0,1,0,0,-0.9523776231761287,-0.8068536420789325
030030001213A017130103,3,5,4,5,13,7,2,15,9,9,6,10,1,46,0,1,0,0,0.6624602369719879,-1.8471391853518606
1000500010369018630101,10,3,2,2,14,10,2,5,2,4,3,9,1,60,0,1,0,0,1.0000493299499191,-2.0729874768195486
2201400012969023770401,22,5,2,2,3,6,4,14,9,3,7,10,0,43,0,1,0,0,-0.6363735947880169,-1.5804624448255762
1306300260000001050501,13,5,2,2,10,8,4,6,2,3,5,7,1,45,0,1,0,0,-0.06298884226332235,-2.051672887344602
1904600010220050850201,19,5,2,3,3,7,1,22,10,7,10,6,0,35,0,0,0,1,-0.7220571221561614,-1.0000870297041862
1411700010109037120501,14,5,2,2,8,7,3,16,9,3,3,5,1,45,0,1,0,0,-0.3095497169180461,-1.5683895192378232
1000500016014036630501,10,2,6,7,4,9,2,16,9,9,10,10,0,44,0,0,1,0,-0.5917321895432007,-0.9544333088621815
0901600010374005050201,9,2,2,2,7,5,4,6,2,4,8,9,0,62,0,1,0,0,-0.20233890347178696,-2.052031096712906
170070001051A025610201,17,4,2,2,3,5,4,16,9,3,8,2,0,31,0,0,0,1,-1.3574796831001588,-1.3236546399183415
0801100011526019320401,8,3,2,2,5,10,1,12,7,4,8,10,1,36,0,1,0,0,-0.9515746614101057,-1.1085809280988388
2901000010293019150301,29,5,6,2,9,7,4,6,2,7,4,2,1,31,1,0,0,1,-0.7078451246917263,-1.7256758250945428
3105000016558028390501,31,5,2,2,10,5,5,12,7,4,5,8,0,56,1,1,0,0,0.43800110065692255,-1.538837238640386
140970831205A014110501,14,3,2,2,11,8,3,9,4,2,7,7,1,46,0,0,1,0,-0.4769151286337703,-1.7461065559447453
3201700010366008450101,32,5,4,2,3,10,2,9,4,4,5,9,1,43,0,1,0,0,-0.29979073978881904,-1.7288856908267674
2111400014754008070401,21,3,2,2,12,7,4,9,4,4,7,6,1,44,0,0,0,1,-0.24467288404311294,-1.6931553646467556
1801000140000001730402,18,5,2,2,8,6,2,9,4,2,5,4,1,40,0,0,0,1,-0.22503036933398213,-2.2611427569587605
1505700010175024230501,15,2,6,6,3,7,4,16,9,9,10,9,0,46,0,0,0,1,-0.9626680528156364,-0.8977875917137876
1503300012324002570401,15,1,2,2,5,8,4,12,7,4,7,3,0,44,0,0,0,1,-1.0293226459418026,-0.9731787718728618
0100100011392008900401,1,2,2,2,3,7,3,12,7,4,7,9,0,40,0,1,0,0,-1.5719895316048922,-1.334142643104579
0805200010889069370301,8,5,2,4,3,6,1,9,4,7,7,4,1,31,0,0,0,1,-1.3639904692699056,-1.9804843620909502
150810019108A012240501,15,3,2,2,9,9,4,9,4,1,5,10,1,52,0,1,0,0,-0.023331631951647003,-1.4585040140194279
3012400010808030820402,30,3,2,2,7,6,5,8,4,4,1,1,0,43,0,0,1,0,-0.9707352241615768,-1.6085913113875714
0901100011357040510401,9,2,6,6,2,8,4,12,7,9,9,9,1,35,0,0,1,0,-1.630289521454245,-0.9362287621696533
1505800011344001310401,15,2,4,2,4,9,4,9,4,7,9,7,1,40,0,0,0,1,-1.1870259705927195,-1.1319649837761296
300890001007A038290301,30,5,2,2,5,8,5,3,1,4,3,2,0,31,0,0,0,1,-1.384104481701203,-1.9137228831330342
2037800020000001950201,20,5,2,2,10,7,5,6,2,4,1,3,0,43,0,1,0,0,-0.3703498278027305,-1.9928736900850559
0900700010021005870503,9,1,2,2,8,6,4,12,7,3,6,10,0,64,0,1,0,0,0.03491657269924753,-1.3938138654598187
1412000012219003190101,14,2,2,2,3,8,3,9,4,4,7,8,1,34,0,1,0,0,-1.8946583633040068,-1.3541422625007669
1301200010117028010201,13,5,2,2,5,10,4,19,10,4,10,9,0,55,0,0,0,1,0.4615007204310964,-0.8893710184773437
120570086081A012820301,12,3,2,2,3,8,5,12,7,1,7,3,1,34,0,0,0,1,-1.5258575141576174,-0.9035561262336472
3201000010990022510501,32,4,2,2,8,8,2,13,9,3,7,9,1,54,0,1,0,0,0.4777039517582503,-1.694581471543863
1300900070000001990301,13,5,4,2,4,7,4,16,9,7,8,9,1,33,0,1,0,0,-0.9228773371273966,-1.233948436666489
1510400012173014250201,15,5,2,2,1,7,4,16,9,4,5,10,0,43,0,1,0,0,-0.69685683465596,-1.2807242544971473
140970831205A014120401,14,3,4,2,3,7,3,12,7,7,10,10,1,42,0,0,1,0,-1.3406499788822648,-1.4481659364892825
0901000011152014400401,9,3,6,4,2,9,4,12,7,9,10,7,1,40,0,0,0,1,-1.1456940413938637,-1.0098264432495088
1903900010029003790501,19,3,2,2,4,3,1,9,4,3,10,10,1,49,0,0,1,0,-0.9320802881334505,-2.1785251535797547
0500200013360017620201,5,4,4,2,3,5,1,12,7,7,8,9,0,41,0,1,0,0,-1.0051305140139295,-1.8539189323380971
1502000010885017240201,15,5,2,2,5,6,4,9,4,4,5,6,0,44,0,1,0,0,-0.5562305528399287,-1.9924745059787141
1300900070000001990301,13,5,4,2,4,7,4,16,9,7,8,9,1,33,0,1,0,0,-0.9228773371273966,-1.233948436666489
1403000010302030110501,14,5,2,2,9,8,3,12,7,3,10,5,0,45,0,0,0,1,-0.25563955917835224,-1.8134823960803903
1606500010063016410501,16,5,2,2,8,7,3,11,7,1,1,5,1,59,0,1,0,0,0.1928548486147308,-2.024721142204027
0503100010758019670101,5,5,2,2,4,7,1,3,1,2,2,4,1,63,0,1,0,0,0.11079696963254415,-2.5463093854432617
1503901511599023290201,15,3,4,4,3,8,4,12,7,7,10,10,0,39,0,0,1,0,-1.1334703782248865,-1.1799695420695189
0300807532102017070201,3,4,2,4,3,8,2,12,7,7,2,2,0,36,0,0,1,0,-0.8211523047911422,-1.5797699645745777
1304800010849018990501,13,5,2,2,7,8,4,9,4,3,7,6,1,46,1,0,0,1,-0.03579982842123197,-1.448143405478989
1000700010876016700201,10,5,2,2,1,6,2,9,4,3,1,9,0,50,0,1,0,0,-0.35611390322730846,-2.2262387220264337
1501000010249034250401,15,4,2,2,6,8,4,9,4,4,5,4,1,40,0,0,0,1,-0.7258753102680976,-1.5722607450136479
1510300010061047300401,15,4,4,5,3,8,4,9,4,9,8,7,1,35,0,0,0,1,-1.268335088311498,-1.4654519573849125
3012300140800012810402,30,5,2,2,3,7,5,9,4,3,1,1,1,36,0,0,1,0,-1.2395999920758307,-1.5354904718010352
2500600016874003450101,25,5,2,2,11,7,2,3,1,3,1,3,1,39,0,1,0,0,-0.11950646032313639,-2.641180975305473
1000700010876016700201,10,5,2,2,1,6,2,9,4,3,1,9,0,50,0,1,0,0,-0.35611390322730846,-2.2262387220264337
0200400015851028950501,2,3,4,6,8,9,1,16,9,9,10,7,1,48,0,0,0,1,-0.14969226936452906,-1.0581705401089054
0901400010647023460401,9,2,4,4,2,7,4,12,7,7,9,8,1,36,0,0,0,1,-1.60574951817309,-1.06148479431044
1510400012173014250201,15,5,2,2,1,7,4,16,9,4,5,10,0,43,0,1,0,0,-0.69685683465596,-1.2807242544971473
0901500010998018170501,9,3,2,2,4,7,4,15,9,4,4,10,1,64,0,1,0,0,0.1436011904015152,-1.2218730610186337
1505700010512038240401,15,2,2,4,5,10,4,12,7,7,10,10,0,36,0,0,1,0,-1.141086680263397,-0.8308111763916103
2300400011973002330501,23,5,2,2,5,8,5,10,6,3,7,4,0,54,1,0,0,1,0.02741469460919016,-1.228696733531017
1512100010271001250501,15,3,4,2,4,6,4,16,9,7,5,10,0,45,0,1,0,0,-0.7455977411264556,-1.1835326423621577
150310001104A027300501,15,3,10,10,12,8,4,13,9,10,7,3,1,47,1,0,0,1,0.07590461817606231,-0.9559492826292579
1700600010531016540401,17,5,2,2,5,8,4,9,4,4,5,2,1,35,0,0,0,1,-0.8744311316205098,-1.662171188278854
2903100010185001170101,29,3,4,2,4,8,4,9,4,7,5,2,1,44,0,0,0,1,-0.8930295517503344,-1.4150431890174224
0200400011859032950401,2,2,98,2,8,7,1,8,4,4,5,4,1,36,0,0,0,1,-1.5221549263658458,-1.7695279543824594
3010200010707028830202,30,5,2,2,3,7,5,12,7,3,5,5,0,32,0,0,1,0,-1.318089427041399,-1.336695830460726
1102000011902010890251,11,2,2,2,11,9,4,6,2,3,6,6,0,55,0,0,1,0,0.05740668888647538,-1.6401062008323632
1505800010717011310201,15,2,2,2,3,9,4,16,9,4,8,4,0,42,0,0,0,1,-0.957159112736863,-0.6589569703841386
1201800170000001760501,12,5,2,2,7,8,5,9,4,1,1,6,1,47,0,1,0,0,-0.327342658608883,-1.5802433233415867
0900700014772027210301,9,2,11,2,3,8,4,17,10,9,10,8,1,33,0,0,0,1,-1.456647456541442,-0.603813432950042
0200100607305010960201,2,2,2,2,10,8,1,9,4,2,7,1,0,37,0,0,0,1,-0.8166960632207673,-1.5646881247447366
1412002316230022120301,14,1,5,4,3,8,3,12,7,9,10,5,1,33,0,0,0,1,-2.065201156686503,-0.9803079003177206
0901500011303008980501,9,3,5,3,1,6,4,12,7,9,10,7,0,45,0,0,0,1,-1.1381309776951714,-1.408038644349997
0801900012984041370401,8,4,4,4,4,9,1,12,7,7,6,4,1,35,0,0,0,1,-1.0110577763210107,-1.3311912350974142
1501000010200032250301,15,4,2,2,10,8,4,12,7,3,5,7,0,34,0,1,0,0,-0.5469616746323148,-1.4442416168697454
3012400010738011820201,30,3,4,2,4,6,5,14,9,7,5,2,0,38,0,0,0,1,-1.3016368361578359,-1.0787073907357942
1302800010507029060501,13,3,9,2,4,7,4,17,10,7,9,7,0,45,0,0,0,1,-0.6792274646262693,-1.0044429692183998
1409800012841027120201,14,3,98,2,6,9,3,9,4,4,10,9,0,37,0,0,0,1,-1.6257059853755762,-1.628907291486732
0900200011131027110201,9,2,2,2,4,10,4,17,10,2,9,10,0,40,0,1,0,0,-0.8756239777407131,-0.48164722698315654
3008700011073007830502,30,5,11,11,9,7,5,12,7,10,8,8,1,47,0,0,1,0,-0.29119188741968194,-1.488555016660598
0801900017059027370401,8,2,4,7,4,8,1,12,7,9,9,10,1,35,0,1,0,0,-1.4487701175485286,-1.1423572379325726
090140001051A019450401,9,2,4,6,3,8,4,12,7,9,10,10,1,38,0,0,1,0,-1.3973674056798242,-0.9747903948367416
1503100010639003310101,15,2,2,2,6,8,4,8,4,3,5,5,1,37,0,0,1,0,-1.2283325721969023,-1.3367281807024964
2201400012969018760101,22,4,3,2,4,7,4,11,7,7,3,7,1,39,0,1,0,0,-0.9521642644973205,-1.4918148981047241
1512100010271001250501,15,3,4,2,4,6,4,16,9,7,5,10,0,45,0,1,0,0,-0.7455977411264556,-1.1835326423621577
150130001147A022230401,15,2,4,4,4,6,4,16,9,7,10,10,1,35,0,0,1,0,-1.4227170627454166,-0.9185730063209285
0900700014024013150201,9,5,2,2,8,9,4,6,2,2,2,6,0,51,0,1,0,0,0.11678869547415549,-1.9829025725049783
1503901511739015290201,15,4,2,5,5,9,4,12,7,7,3,10,0,43,0,1,0,0,-0.5553949358282744,-1.2736421974849848
1512100010271004250401,15,2,2,7,6,8,4,15,9,7,6,8,0,36,0,1,0,0,-1.128598310319283,-0.8456342865081821
1904800010899020900401,19,1,3,11,1,8,1,13,9,10,10,6,0,35,0,0,0,1,-1.8835254227724587,-0.8898521793572376
140390001286A012190502,14,2,2,2,5,10,3,3,1,2,3,2,1,64,0,0,0,1,-0.39514316487007933,-1.8067037802422903
1610200011137016410102,16,3,11,11,3,8,3,15,9,10,10,10,1,31,0,0,1,0,-1.8603347811170103,-1.0142578280940602
3005801070000001810202,30,5,2,2,7,6,5,8,4,3,4,2,0,43,1,0,0,1,-0.4751291519075702,-1.5677421385838457
1412000015340052690301,14,3,6,6,2,7,3,18,10,9,9,9,0,33,0,0,1,0,-1.717117787199009,-0.9622778335073378
1102000014678038880202,11,2,11,9,5,7,4,18,10,10,9,10,0,47,0,1,0,0,-0.7487649085539345,-0.7941419657802707
3019300011362014270203,30,2,2,2,9,6,5,17,10,4,4,8,0,56,0,1,0,0,-0.11486892941476123,-0.9388225442872808
2115300060000001080301,21,5,2,2,7,7,4,9,4,4,5,2,1,32,0,0,0,1,-0.8955343885405149,-1.7966466484099093
3003500010079036810401,30,4,98,2,2,6,5,12,7,4,4,2,1,36,0,0,0,1,-1.8469153348673695,-1.3789572665359642
0200100017790012980201,2,4,2,2,3,5,1,9,4,1,9,9,0,47,0,0,1,0,-0.8060065971888173,-2.109396228933599
0200200014488002010401,2,3,10,4,4,8,1,16,9,10,10,8,1,36,0,0,0,1,-1.102754317421505,-1.0225377650470662
2901000010293019170101,29,3,2,2,6,8,4,9,4,4,9,3,1,42,0,0,0,1,-0.8023678154075874,-1.4414084555793867
1502900010132041300201,15,5,4,4,9,7,4,12,7,7,5,5,0,31,0,0,1,0,-0.6982719660241141,-1.653567370799776
1306700070000001050401,13,5,2,2,8,8,4,6,2,1,3,1,0,36,1,0,0,1,-0.4709260348590971,-1.666517823282951
1503300011006043570401,15,1,2,4,3,6,4,9,4,4,7,2,1,37,0,0,0,1,-1.7751832781398218,-1.2730011388994078
1904800011007007900201,19,1,2,2,3,8,1,2,1,1,3,2,0,54,0,0,0,1,-1.0121776149143538,-1.8950405194418427
1903900010029003790501,19,3,2,2,4,3,1,9,4,3,10,10,1,49,0,0,1,0,-0.9320802881334505,-2.1785251535797547
0801900015781007330101,8,4,2,2,7,10,1,9,4,3,7,9,1,31,0,1,0,0,-0.9224391993509229,-1.4795402719545923
0803700014423024370201,8,3,4,4,1,9,1,17,10,7,10,10,0,36,0,0,1,0,-1.2340673690830182,-0.8130901836323912
2201400012367027770501,22,4,2,2,3,8,4,18,10,4,9,9,1,45,0,0,1,0,-0.5055358486772803,-0.8884155253107946
140970831205A014120401,14,3,4,2,3,7,3,12,7,7,10,10,1,42,0,0,1,0,-1.3406499788822648,-1.4481659364892825
0900200010504007150101,9,2,4,9,6,10,4,13,9,9,10,8,1,56,0,0,0,1,-0.20806312884078726,-0.8470513898916613
1505800012145007300501,15,4,2,2,4,8,4,9,4,4,5,3,1,46,0,0,0,1,-0.6250089043665381,-1.5700843710868067
1611200010173015370201,16,4,2,2,3,3,3,12,7,4,9,7,0,44,0,0,0,1,-1.2836062783614826,-2.0984744606528687
3007000010294020290402,30,5,2,4,5,6,5,12,7,7,2,2,1,41,0,0,1,0,-0.8378933826701471,-1.4964785808073522
1902600012510011850401,19,4,2,3,6,8,1,21,10,7,10,10,1,46,0,0,1,0,-0.11443768214298589,-0.9065776567843573
1500100400000001240101,15,5,4,2,8,8,4,5,2,7,1,1,1,37,1,0,1,0,-0.4818968859639965,-1.702429947927854
0200100019814020950101,2,5,2,2,3,5,1,6,2,3,5,4,1,33,0,0,0,1,-1.3856420689309108,-2.3327667351598103
140970822194A011120201,14,2,2,2,3,8,3,12,7,4,10,6,0,33,0,0,0,1,-1.8354070335482346,-1.175274450763275
1508100191018018230401,15,1,6,4,5,11,4,15,9,9,10,10,1,41,0,0,1,0,-0.9743104977028383,-0.34849172038225507
0503500012611033670201,5,2,6,6,4,8,1,15,9,9,10,6,0,39,0,0,0,1,-1.1534595151240505,-1.003391878621952
0901000010347022410501,9,2,4,4,2,6,4,9,4,7,9,6,1,45,0,0,0,1,-1.3347362416489421,-1.4516413906121226
3008900010120038290501,30,5,2,2,8,6,5,0,1,1,2,1,1,63,0,0,0,1,0.12593287782899165,-2.58629083033448
280090001064A019050201,28,4,2,2,5,8,1,7,3,4,10,7,0,59,0,0,0,1,0.03735016452363665,-2.0393527112677092
1408500010245014170501,14,4,2,2,10,8,3,17,10,2,8,8,1,61,0,0,1,0,0.5174178865563269,-1.3875189275171766
090050001092A024930401,9,2,2,2,3,8,4,9,4,4,8,6,0,34,0,0,0,1,-1.578985372167099,-1.2268666667923016
1903900014981012790203,19,2,2,2,9,6,1,11,7,1,9,9,0,47,0,0,1,0,-0.5046687061330393,-1.6895044861294615
0900700011458013980102,9,1,2,2,1,7,4,9,4,4,5,9,1,45,0,1,0,0,-1.4957818385196062,-1.1803587739467991
1000501930000001650501,10,5,2,2,12,10,2,9,4,4,8,1,1,44,0,0,0,1,0.5397646936691971,-1.9222829029552142
3008500100371013270401,30,5,2,2,7,8,5,12,7,1,3,8,1,44,1,1,0,0,-0.22188531241689669,-1.0131897850375977
150310001104A067300451,15,4,4,6,5,8,4,9,4,9,6,1,1,40,0,0,0,1,-0.8785171443171282,-1.5363825169352086
0901700010390009210101,9,2,2,2,5,5,4,9,4,4,5,3,1,51,0,0,0,1,-0.8187056118538691,-1.673153855122985
1412100010192013190201,14,4,2,2,1,8,3,6,2,1,6,3,0,41,0,0,0,1,-1.474536891725189,-1.9106640166942588
2115300060000001080202,21,5,11,2,3,8,4,17,10,9,8,8,0,39,0,0,1,0,-0.6552733661414771,-1.1218559353527096
1200100012416018770401,12,3,11,2,6,7,5,11,7,9,8,3,0,45,0,0,0,1,-0.85943864358270206,-1.2811957011554982
2501200010054004440101,25,2,2,2,4,6,2,17,10,4,5,6,1,40,0,1,0,0,-0.8546025895438085,-1.1633285608071668
1801700010671017670201,18,4,2,2,8,6,2,6,2,3,4,7,0,46,0,1,0,0,-0.18116640731564093,-2.4206417402420373
1904600010220050850201,19,5,2,3,3,7,1,22,10,7,10,6,0,35,0,0,0,1,-0.7220571221561614,-1.0000870297041862
2803207740000001090301,28,5,2,4,8,8,1,9,4,7,5,4,1,31,0,0,0,1,-0.8114974289375265,-1.860814931719346
2603300010557017730501,26,4,2,2,8,9,1,10,6,4,6,5,1,55,0,0,0,1,0.23689399841727576,-1.6996742316474882
1505800010717011300101,15,3,2,2,5,9,4,6,2,1,4,4,1,63,0,0,1,0,0.04825618971093687,-1.665512840523307
3019302360000001280203,30,1,2,2,6,6,5,6,2,4,7,4,0,54,0,0,0,1,-0.9457869464613812,-1.5177035522872737
2700400011666059910201,27,2,2,2,6,7,5,12,7,1,4,1,0,36,0,0,0,1,-1.3774714336290792,-0.993899458788111
090100001224A031390501,9,2,4,2,3,8,4,9,4,7,8,7,1,57,0,0,0,1,-0.5517801480154683,-1.3362409248939202
1402100010106012190301,14,5,2,2,7,8,3,6,2,1,3,5,1,34,0,1,0,0,-1.1247004732606989,-2.088616707165971
3019300011362014270203,30,2,2,2,9,6,5,17,10,4,4,8,0,56,0,1,0,0,-0.11486892941476123,-0.9388225442872808
1610200010232029410501,16,3,2,2,6,7,3,11,7,4,10,8,1,49,0,0,0,1,-0.7775355205716289,-1.6279946587232144
1503300010811026590201,15,4,2,2,3,7,4,9,4,3,8,8,0,54,1,0,1,0,-0.22308515084393926,-1.4312352812754219
0901000010347022400401,9,2,4,4,2,6,4,9,4,7,8,5,1,36,0,0,0,1,-1.7479585358129652,-1.3918609018036707
2111400011177028090202,21,3,2,2,5,8,4,17,10,4,3,10,0,40,0,1,0,0,-0.7359519658293414,-0.8715435992549945
1800200390000001710301,18,5,2,2,4,10,2,9,4,4,6,7,1,34,0,1,0,0,-0.6178316828997621,-1.6877400050825864
2803200013021002100201,28,4,4,4,8,2,1,15,9,7,8,7,0,49,0,0,0,1,-0.3197156860547943,-2.122623433848739
2115300060000001070502,21,5,2,98,7,7,4,2,1,2,3,2,1,51,0,0,0,1,-1.5987677416417143,-2.0176833543019916
2804100011058013040102,28,3,2,2,6,8,1,14,9,1,6,9,1,46,0,1,0,0,-0.4649321807812551,-1.2754273226160393
1207500010466002820301,12,4,2,2,1,7,5,12,7,3,6,3,1,34,0,0,0,1,-1.5901305718181422,-1.1180351922053744
3204000010186001520401,32,5,2,2,3,7,2,9,4,3,5,9,1,39,1,1,0,0,-0.49053744167420915,-1.7079302831825638
1512100012386013230101,15,2,6,4,3,8,4,12,7,9,10,9,1,42,0,0,0,1,-1.1928566005025794,-1.0123614269828825
1410100220000001120501,14,4,10,2,8,7,3,6,2,7,8,6,1,50,0,0,0,1,-0.5605679541332307,-2.1936644163870263
0900500011769022210101,9,2,2,2,8,9,4,12,7,4,7,8,1,58,0,1,0,0,0.08075405600017826,-1.1152019632641847
0900700011693012990401,9,3,2,2,1,7,4,12,7,4,5,2,0,49,0,0,0,1,-0.8703232043208307,-1.3229760298862816
3205700010022019460402,32,5,4,4,9,3,2,9,4,7,8,4,1,39,0,0,0,1,-0.3941732738037218,-2.606390767789799
2300500011487018260401,23,5,2,2,5,8,5,17,10,4,8,10,1,44,1,1,0,0,-0.2561147661245376,-0.6078200004187321
090050001217A015970201,9,2,2,2,4,6,4,12,7,4,6,5,0,42,1,0,0,1,-0.9971262250392083,-0.9786377001343416
1505700010175024230501,15,2,6,6,3,7,4,16,9,9,10,9,0,46,0,0,0,1,-0.9626680528156364,-0.8977875917137876
1412000015340043190401,14,4,11,4,5,8,3,12,7,9,10,10,1,44,0,0,1,0,-0.9041988854868683,-1.5349541433415124
0503000015037015660301,5,4,2,2,4,7,1,11,7,4,6,9,0,31,0,1,0,0,-1.2812069478524424,-1.6540544071541279
2500600015240008550501,25,5,2,2,5,7,2,1,1,1,1,5,1,60,0,1,0,0,0.26467925416949173,-2.7999145837223227
3008900010120044290202,30,5,2,2,4,8,5,9,4,1,4,1,0,32,0,0,0,1,-1.2570356514311396,-1.4633424413174008
3012400010808014820301,30,4,4,4,4,8,5,14,9,7,5,2,1,33,0,0,0,1,-1.2965936218542207,-0.9104883091687457
070740001010A056560201,7,2,2,2,2,6,5,15,9,3,5,2,0,40,0,0,0,1,-1.5167935415892337,-0.8307769043698122
1403900012342019690201,14,5,2,2,12,7,3,6,2,3,2,7,1,54,0,1,0,0,0.17213148466125983,-2.4389095772840066
0200100010685011980201,2,4,2,2,2,8,1,9,4,4,5,6,0,42,0,1,0,0,-0.9489492529422535,-1.7180530598918078
3008700011073007830402,30,5,2,2,3,8,5,16,9,4,9,7,1,40,0,0,0,1,-0.801428085607383,-0.9410116692557822
1605300010471023350201,16,3,2,2,11,7,3,10,6,2,6,2,0,43,0,0,0,1,-0.6236228590320698,-1.8116623483346619
1409708221530043130301,14,1,2,2,8,8,3,12,7,4,7,6,1,33,0,0,0,1,-1.588122422411944,-1.090434375403044
2111400014650039070401,21,4,2,4,5,6,4,10,6,7,4,8,0,35,1,1,0,0,-0.9794589271423757,-1.3781446540537563
0900600010217050980201,9,1,6,4,1,8,4,16,9,9,10,10,0,36,0,0,1,0,-1.6780308831438506,-0.5414474066414683
1502000010885017240201,15,5,2,2,5,6,4,9,4,4,5,6,0,44,0,1,0,0,-0.5562305528399287,-1.9924745059787141
2800300011131049030201,28,3,4,2,3,8,1,12,7,7,10,10,0,38,0,0,1,0,-1.1372581131362947,-1.3527384904282829
1204600010411024770201,12,3,6,11,2,6,5,12,7,10,6,4,0,34,0,0,0,1,-1.8532204566175472,-1.1190266592808726
1512100011890012250401,15,1,11,11,5,6,4,15,9,10,10,10,1,36,0,0,1,0,-1.614006836053217,-0.8529161606980001
110170001117A033940401,11,3,2,2,10,8,4,9,4,4,7,7,1,44,0,0,1,0,-0.3613103918444488,-1.538753074912883
2111400013065011110501,21,3,10,10,5,9,4,21,10,10,10,10,1,58,0,0,1,0,0.09342913488716881,-0.5173162073723062
3110200010580012330271,31,3,2,2,3,9,5,16,9,4,9,10,0,38,0,1,0,0,-1.1509834934931262,-0.5728594902688426
3010200010707028830202,30,5,2,2,3,7,5,12,7,3,5,5,0,32,0,0,1,0,-1.318089427041399,-1.336695830460726
020040001589A015970501,2,3,2,2,9,7,1,9,4,2,9,4,1,49,0,0,0,1,-0.263632016321498,-1.8341112100053567
1902600011315018850201,19,1,6,6,4,9,1,17,10,9,10,10,0,48,0,0,1,0,-0.7944250189072324,-0.6613273677316449
2603000015471020740501,26,3,2,2,11,8,1,6,2,2,8,4,1,58,0,0,0,1,0.29795161522334546,-2.0415533262367216
1903900013593025780501,19,4,4,4,11,7,1,12,7,7,3,7,0,46,0,1,0,0,0.010122911334392137,-1.8218842218294848
2300200010862009370501,23,5,2,2,8,7,5,9,4,2,2,2,1,45,1,0,1,0,-0.23087318004576307,-1.3712231856313393
1606600010179016430501,16,2,2,2,6,8,3,8,4,3,6,9,1,52,0,1,0,0,-0.8343682236309736,-1.609416240113663
1501000010200032250301,15,4,2,2,10,8,4,12,7,3,5,7,0,34,0,1,0,0,-0.5469616746323148,-1.4442416168697454
1903900012133012780101,19,5,2,2,6,8,1,9,4,3,7,8,1,48,0,1,0,0,-0.1768513108930746,-1.940325312176586
1606900010185025490201,16,3,11,2,4,8,3,12,7,9,9,5,0,39,0,0,0,1,-1.3397303124859417,-1.3909909297968048
0901300010245025580401,9,2,4,4,2,6,4,12,7,7,9,6,0,35,0,0,0,1,-1.6887072060571926,-1.212993090066179
1200100015730014760202,12,3,6,4,7,7,5,15,9,9,6,6,0,32,0,0,1,0,-1.2657449613628455,-0.9106170753250811
1102000013203018880501,11,2,2,2,4,7,4,9,4,4,4,4,1,51,0,0,1,0,-0.790057942144857,-1.4273943253539534
3005801070000001810402,30,5,98,2,5,6,5,9,4,2,3,1,1,36,1,0,0,1,-1.3419376608221523,-1.4750201518199804
3108900140000001350301,31,5,2,2,6,8,5,9,4,3,2,2,1,33,1,0,1,0,-0.8984737467324627,-1.137113577486197
0900500012019013850501,9,5,2,2,4,5,4,6,2,1,2,7,1,49,0,1,0,0,-0.577112707144261,-2.2892686638884547
150810019108A010250101,15,1,2,2,2,8,4,12,7,4,8,6,1,31,0,0,0,1,-1.909055494475428,-0.7780058115399919
1502500011235019290401,15,3,6,12,3,7,4,18,10,10,8,6,1,35,0,0,0,1,-1.350367814496835,-0.7518800385351738
1104200010282022940201,11,4,2,2,3,9,4,9,4,4,7,6,1,32,0,0,0,1,-1.29712908576357,-1.3437052264393574
1900800010107003890201,19,2,2,2,9,7,1,14,9,2,10,8,0,62,0,0,0,1,0.32624413511354144,-1.4587625266503172
1510400011851008250501,15,1,6,2,5,6,4,6,2,7,8,6,0,55,0,0,0,1,-0.8244387891416727,-1.7117564557402543
140300001029A014130501,14,1,2,2,1,8,3,17,10,4,8,5,1,46,0,0,0,1,-1.4620130378465803,-0.6663391028985305
